Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,烟台,----,08:32,00:00,-
2,桃村,09:30,09:35,00:58,54
3,徐家店,09:50,09:55,01:13,-
4,莱阳,10:19,10:25,01:37,98
5,莱西,10:43,10:49,01:55,128
6,蓝村,11:39,11:50,02:45,183
7,胶州,12:08,12:10,03:03,204
8,诸城,12:53,12:58,03:46,223
9,莒县,13:59,14:01,04:47,298
10,沂水,14:11,14:17,04:57,308
11,沂南,14:44,14:47,05:24,328
12,临沂,15:33,15:42,06:10,388
13,费县,16:11,16:16,06:39,477
14,平邑,16:43,16:48,07:06,520
15,曲阜,17:34,17:39,07:52,584
16,兖州,18:11,18:21,08:24,635
17,济宁,18:45,18:50,08:48,647
18,嘉祥,19:07,19:12,09:05,671
19,菏泽,20:09,20:13,10:02,759
20,曹县,20:48,20:48,10:37,802
