Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,珠海,----,07:42,00:00,-
2,中山,08:05,08:08,00:23,46
3,广州南,08:37,08:47,00:52,116
4,佛山西,09:06,09:08,01:11,149
5,怀集,09:53,10:01,01:56,287
6,贺州,10:31,10:33,02:26,377
7,钟山西,10:45,10:47,02:38,401
8,桂林西,11:39,11:43,03:30,471
9,从江,12:32,12:34,04:19,740
10,都匀东,13:21,13:24,05:06,686
11,贵阳东,14:03,14:07,05:45,1014
12,宜宾西,15:58,16:02,07:36,-
13,泥溪,16:19,16:21,07:53,-
14,青神,16:58,17:00,08:30,-
15,彭山北,17:15,17:18,08:45,-
16,双流机场,17:34,17:37,09:01,-
17,成都东,17:52,17:52,09:16,1619
