Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都,----,19:20,00:00,-
2,绵阳,20:46,20:53,01:26,115
3,广元,00:23,00:39,04:56,319
4,汉中,03:51,03:56,08:08,515
5,安康,07:26,07:48,11:38,650
6,旬阳,08:28,08:30,12:18,694
7,白河县,09:34,09:37,13:22,774
8,十堰,10:40,10:43,14:25,852
9,武当山,11:01,11:04,14:43,976
10,谷城,11:55,12:08,15:34,1048
11,襄州,13:14,13:39,16:40,-
12,安陆,16:43,16:48,19:44,1227
13,武昌,18:52,19:20,21:48,1352
14,鄂州,20:21,20:31,22:49,1430
15,黄石,20:53,21:01,23:11,1457
16,阳新,21:29,21:42,23:39,1501
17,南昌,23:54,00:05,25:51,1707
18,上饶,03:11,03:17,28:57,1390
19,衢州,06:46,06:49,32:26,1425
20,金华,07:47,07:53,33:24,1511
21,义乌,08:27,08:33,33:58,1559
22,杭州东,10:01,10:07,35:26,2357
23,海宁,10:43,10:47,36:02,2416
24,嘉兴,11:07,11:10,36:22,2444
25,松江,11:51,12:02,37:03,2498
26,上海南,12:35,12:35,37:36,2517
