Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁,22:32,22:32,00:00,-
2,黎塘,00:01,00:06,01:29,120
3,柳州,01:40,01:55,03:03,789
4,桂林北,05:50,06:11,06:58,315
5,全州南,07:49,07:53,08:36,1062
6,东安东,08:43,08:48,09:26,1123
7,永州,09:10,09:32,09:48,514
8,邵阳,11:12,11:22,11:28,625
9,邵东,11:45,11:49,11:51,659
10,娄底,12:44,13:04,12:46,669
11,湘潭,14:24,14:30,14:06,768
12,株洲,15:35,15:55,15:11,912
13,萍乡,16:46,16:51,16:02,993
14,宜春,17:34,17:38,16:45,1064
15,分宜,17:56,17:59,17:03,970
16,新余,18:19,18:22,17:23,1118
17,樟树,19:09,19:12,18:10,1194
18,进贤,20:18,20:21,19:16,1166
19,东乡,20:48,20:51,19:43,1357
20,鹰潭,21:18,21:35,20:10,1246
21,上饶,22:43,22:46,21:18,1362
22,衢州,00:31,00:34,23:03,1473
23,金华,01:49,01:55,24:18,-
24,义乌,02:30,02:33,24:53,1607
25,诸暨,03:04,03:07,25:24,1659
26,绍兴,04:13,04:16,26:30,1767
27,余姚,05:00,05:03,27:14,1827
28,宁波,05:51,05:51,28:02,1875
