Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,兰州西,11:01,11:01,00:00,-
2,兰州,11:13,11:24,00:12,5
3,白银西,13:36,13:39,02:24,92
4,景泰,15:04,15:06,03:49,179
5,中卫,17:06,17:21,05:49,311
6,中宁,17:58,18:01,06:26,355
7,青铜峡,19:11,19:16,07:36,407
8,银川,20:44,21:05,09:04,473
9,石嘴山,21:41,21:45,09:40,528
10,惠农,22:21,22:33,10:16,575
11,乌海西,22:50,23:04,10:33,597
12,乌海,23:27,23:36,10:56,623
13,巴彦高勒,00:32,00:36,11:52,706
14,临河,01:17,01:23,12:33,766
15,五原,02:06,02:09,13:16,823
16,乌拉特前旗,02:50,02:52,13:57,880
17,包头,04:15,04:25,15:20,984
18,包头东,04:40,04:44,15:35,1000
19,察素齐,05:40,05:42,16:31,1098
20,呼和浩特,06:18,06:18,17:07,1149
