Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,杭州东,12:35,12:35,00:00,-
2,富阳,12:58,13:00,00:23,-
3,桐庐,13:14,13:16,00:37,-
4,千岛湖,13:38,13:40,00:59,-
5,绩溪北,14:03,14:05,01:22,-
6,歙县北,14:17,14:19,01:34,-
7,黄山北,14:28,14:33,01:43,396
8,婺源,14:54,14:56,02:04,427
9,德兴,15:08,15:10,02:16,-
10,上饶,15:27,15:30,02:33,390
11,武夷山北,15:52,15:54,02:55,391
12,南平市,16:07,16:09,03:08,-
13,延平西,16:42,16:44,03:41,-
14,三明北,17:00,17:02,03:57,927
15,永安南,17:28,17:30,04:23,-
16,龙岩,18:15,18:19,05:08,950
17,南靖,18:51,18:53,05:40,1026
18,漳州,19:10,19:12,05:57,992
19,厦门北,19:31,19:31,06:16,879
