Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,09:05,09:05,00:00,-
2,高碑店东,09:35,09:42,00:30,83
3,石家庄,10:29,10:34,01:17,281
4,邯郸东,11:13,11:16,01:56,456
5,安阳东,11:33,11:35,02:13,516
6,郑州东,12:18,12:21,02:56,693
7,漯河西,12:58,13:05,03:33,848
8,驻马店西,13:23,13:25,03:51,912
9,信阳东,13:50,13:52,04:16,1030
10,武汉,14:36,14:44,05:00,1229
11,岳阳东,15:33,15:35,05:49,1444
12,长沙南,16:09,16:17,06:23,1591
13,株洲西,16:32,16:34,06:38,1643
14,衡阳东,17:02,17:04,07:06,1768
15,祁东,17:32,17:34,07:34,1841
16,祁阳,17:48,17:50,07:48,1824
17,永州,18:07,18:11,08:05,1913
18,全州南,18:47,18:49,08:41,1993
19,兴安北,19:10,19:12,09:02,2045
20,桂林北,19:38,19:42,09:28,2126
21,柳州,20:55,20:59,10:41,2290
22,来宾北,21:24,21:26,11:06,2332
23,宾阳,21:47,21:49,11:27,2899
24,南宁东,22:15,22:15,11:53,2502
