Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,阜阳西,----,08:01,00:00,-
2,寿县,08:29,08:31,00:28,-
3,淮南南,08:41,08:43,00:38,-
4,合肥南,09:21,09:25,01:16,-
5,巢湖东,09:46,09:48,01:37,-
6,无为,10:01,10:03,01:50,-
7,铜陵北,10:15,10:17,02:02,-
8,南陵,10:29,10:31,02:14,-
9,旌德,10:50,10:52,02:33,-
10,绩溪北,11:03,11:05,02:44,-
11,黄山北,11:20,11:26,02:59,-
12,婺源,11:47,11:50,03:20,-
13,上饶,12:14,12:16,03:44,-
14,武夷山北,12:38,12:40,04:06,-
15,建瓯西,13:03,13:05,04:29,-
16,延平,13:21,13:23,04:45,-
17,古田北,13:38,13:40,05:00,-
18,福州,14:08,14:12,05:28,-
19,福州南,14:28,14:30,05:44,-
20,莆田,15:00,15:02,06:14,-
21,泉州,15:27,15:29,06:39,-
22,厦门北,15:54,16:00,07:04,-
23,漳州,16:19,16:21,07:23,-
24,诏安,16:59,17:01,08:01,-
25,潮阳,17:33,17:35,08:33,-
26,葵潭,17:59,18:01,08:57,-
27,惠州南,18:57,18:59,09:53,-
28,深圳北,19:30,19:30,10:24,-
