Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,济南东,07:33,07:33,00:00,-
2,济南西,07:57,08:04,00:24,-
3,泰安,08:21,08:23,00:41,-
4,枣庄,09:01,09:04,01:19,-
5,徐州东,09:22,09:29,01:37,-
6,蚌埠南,10:06,10:11,02:14,-
7,滁州,10:40,10:45,02:43,-
8,南京南,11:03,11:05,03:01,-
9,溧水,11:22,11:29,03:18,-
10,宜兴,11:51,12:01,03:40,-
11,湖州,12:18,12:21,03:57,-
12,杭州东,12:43,12:45,04:19,-
13,义乌,13:19,13:21,04:53,-
14,金华南,13:38,13:41,05:10,-
15,武义北,13:52,14:17,05:21,-
16,永康南,14:29,14:31,05:33,-
17,缙云西,14:41,14:43,05:43,-
18,丽水,14:58,15:01,05:58,-
19,温州南,15:39,15:39,06:36,-
