Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,温州,23:00,23:00,00:00,-
2,青田,23:52,23:54,00:52,57
3,缙云,02:45,02:50,03:43,168
4,永康,03:21,03:23,04:14,201
5,武义,03:55,04:01,04:46,222
6,金华南,04:34,04:55,05:19,227
7,义乌,06:00,06:04,06:24,232
8,诸暨,06:30,06:33,06:50,284
9,杭州,07:34,08:00,07:51,371
10,德清西,08:59,09:03,08:50,439
11,长兴南,09:41,09:47,09:28,497
12,广德,10:17,10:22,09:58,609
13,宣城,11:02,11:05,10:38,611
14,芜湖,11:57,12:02,11:30,675
15,巢湖,12:44,12:49,12:12,752
16,合肥,13:39,13:53,13:02,816
17,淮南,14:58,15:02,14:07,989
18,阜阳,17:11,17:26,16:16,1115
19,涡阳,18:17,18:22,17:07,1113
20,淮北,19:18,19:22,18:03,1198
21,萧县,19:43,19:47,18:24,-
22,徐州,20:35,21:06,19:12,1260
23,枣庄西,23:10,23:16,21:16,1328
24,枣庄东,23:46,23:58,21:46,1333
25,临沂,01:54,02:00,23:42,1343
26,胶州,05:13,05:17,26:55,1572
27,青岛北,06:12,06:12,27:50,1630
