Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁东,----,09:05,00:00,-
2,柳州,10:09,10:12,01:04,778
3,永福南,10:59,11:01,01:51,890
4,桂林北,11:33,11:36,02:23,942
5,兴安北,12:01,12:03,02:48,352
6,全州南,12:24,12:26,03:09,465
7,东安东,12:49,12:51,03:32,546
8,永州,13:08,13:12,03:49,494
9,祁东,13:38,13:40,04:15,556
10,衡阳东,14:09,14:13,04:44,629
11,长沙南,14:56,15:01,05:27,806
12,岳阳东,15:34,15:36,06:00,953
13,咸宁北,16:06,16:08,06:30,1083
14,武汉,16:33,16:39,06:55,1168
15,信阳东,17:22,17:24,07:38,1407
16,漯河西,18:02,18:04,08:16,1630
17,郑州东,18:38,18:41,08:50,1744
18,新乡东,19:02,19:14,09:11,1852
19,安阳东,19:40,19:51,09:37,1921
20,邢台东,20:21,20:23,10:07,2034
21,石家庄,20:51,20:51,10:35,2156
