Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,运城北,----,10:23,00:00,-
2,临汾西,10:59,11:01,00:36,123
3,介休东,11:41,11:43,01:16,245
4,太原南,12:19,12:26,01:52,356
5,石家庄,13:51,14:16,03:17,588
6,邢台东,14:43,14:45,03:44,-
7,邯郸东,15:01,15:10,04:00,-
8,新乡东,15:48,15:50,04:38,-
9,郑州东,16:14,16:18,05:02,-
10,阜阳西,17:41,17:46,06:25,-
11,合肥,18:42,18:46,07:21,-
12,南京南,19:42,19:48,08:17,-
13,镇江南,20:08,20:10,08:37,-
14,无锡东,20:39,20:41,09:06,-
15,苏州北,20:52,20:54,09:17,-
16,上海虹桥,21:17,21:40,09:40,-
17,嘉善南,22:03,22:05,10:03,-
18,嘉兴南,22:14,22:14,10:12,-
