Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,11:34,00:00,-
2,昆山南,11:51,11:57,00:17,50
3,苏州北,12:08,12:11,00:28,81
4,常州北,12:33,12:42,00:50,165
5,南京南,13:14,13:17,01:22,295
6,蚌埠南,13:59,14:01,02:04,470
7,徐州东,14:39,14:41,02:42,626
8,萧县北,15:01,15:03,03:02,631
9,商丘,15:36,15:38,03:35,641
10,民权北,15:53,15:55,03:50,646
11,开封北,16:20,16:22,04:15,651
12,郑州东,16:42,16:45,04:35,656
13,洛阳龙门,17:22,17:24,05:12,795
14,三门峡南,17:55,17:57,05:43,918
15,华山北,18:24,18:26,06:10,1054
16,渭南北,18:44,18:51,06:28,1112
17,西安北,19:09,19:09,06:46,1175
