Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,佳木斯,11:06,11:06,00:00,-
2,长发屯,11:18,11:31,00:12,10
3,申家店,11:49,11:52,00:30,32
4,孟家岗,12:14,12:23,00:52,52
5,桦南,12:43,12:51,01:12,74
6,杏树,13:28,13:32,01:49,113
7,大西,13:43,13:49,02:00,123
8,勃利,14:03,14:12,02:14,134
9,通天屯,14:22,14:24,02:24,141
10,佛岭,14:40,14:42,02:40,153
11,虎山,14:52,14:54,02:50,161
12,青山,15:17,15:19,03:13,179
13,亚河,15:33,15:35,03:27,191
14,古城镇,15:57,15:59,03:49,211
15,林口,16:11,16:14,04:01,220
16,向阳,16:38,16:40,04:25,240
17,楚山,16:51,16:53,04:36,-
18,宝林,17:06,17:08,04:49,261
19,朱家沟,17:35,17:37,05:16,287
20,五林,17:45,17:45,05:24,293
21,柴河,18:02,18:05,05:41,306
22,牡丹江,18:33,18:33,06:09,862
