Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,西安,----,14:46,00:00,-
2,商洛,16:56,16:59,02:10,35
3,丹凤,17:30,17:36,02:41,74
4,商南,18:27,18:30,03:32,132
5,镇平,20:00,20:03,05:02,421
6,南阳,20:36,21:09,05:35,-
7,唐河,22:04,22:09,06:30,510
8,信阳,23:59,00:19,08:20,655
9,潢川,01:47,01:57,09:48,759
10,固始,02:46,02:51,10:37,822
11,合肥,04:50,05:08,12:36,999
12,巢湖,05:52,05:56,13:20,1063
13,芜湖,06:47,06:53,14:11,1140
14,宣城,07:46,07:50,15:04,1204
15,长兴南,09:03,09:08,16:17,1318
16,德清西,09:46,09:51,16:55,1376
17,杭州,11:02,11:17,18:06,1696
18,绍兴,12:53,12:57,19:42,1507
19,余姚,13:51,13:53,20:36,1567
20,宁波,14:35,14:35,21:18,1615
