Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,莆田,----,07:50,00:00,-
2,福清,08:09,08:11,00:19,50
3,福州南,08:26,08:30,00:34,86
4,连江,08:49,08:51,00:53,32
5,罗源,09:06,09:08,01:08,64
6,宁德,09:19,09:21,01:19,-
7,平阳,10:17,10:19,02:15,-
8,温州南,10:36,10:38,02:32,294
9,永嘉,10:47,10:49,02:41,312
10,温岭,11:19,11:21,03:11,393
11,临海,11:40,11:42,03:30,440
12,宁波,12:30,12:34,04:18,569
13,余姚北,12:54,12:56,04:38,618
14,绍兴北,13:15,13:17,04:57,681
15,杭州东,13:37,13:39,05:17,724
16,海宁西,13:51,14:01,05:29,750
17,嘉兴南,14:17,14:24,05:45,799
18,嘉善南,14:32,14:39,05:53,816
19,金山北,14:49,14:51,06:03,835
20,松江南,15:00,15:09,06:12,852
21,上海虹桥,15:24,15:24,06:27,969
