Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,喀什,10:00,10:00,00:00,-
2,阿图什,10:28,10:30,00:28,36
3,巴楚,12:44,12:48,02:42,246
4,阿克苏,15:24,15:34,05:18,463
5,新和,17:30,17:34,07:14,665
6,库车,18:03,18:09,07:43,705
7,库尔勒,21:57,22:14,11:31,715
8,焉耆,22:47,22:49,12:04,771
9,和硕,23:17,23:19,12:32,812
10,马兰,23:44,23:46,12:57,854
11,吐鲁番,01:41,01:49,14:52,1049
12,鄯善,03:11,03:17,16:14,1469
13,哈密,05:59,06:18,18:56,1732
14,柳园,09:59,10:09,22:37,2053
15,嘉峪关,13:32,13:40,26:00,2350
16,酒泉,13:59,14:02,26:19,2372
17,清水,14:40,14:43,26:57,2436
18,张掖,16:16,16:22,28:30,2573
19,金昌,18:22,18:31,30:30,2743
20,武威,19:36,19:42,31:35,2817
21,兰州,23:48,00:04,35:41,3120
22,陇南,03:57,04:04,39:34,3490
23,广元,05:47,05:55,41:17,3629
24,江油,08:33,08:37,43:55,3791
25,绵阳,09:15,09:18,44:33,3833
26,德阳,10:02,10:05,45:17,3887
27,成都,10:59,10:59,46:11,3948
