Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,加格达奇,12:43,12:43,00:00,-
2,大杨树,13:48,13:53,01:05,78
3,大杨树东,14:00,14:02,01:12,84
4,达拉滨,14:15,14:17,01:25,115
5,嫩江,15:11,15:17,02:19,170
6,九三,15:57,16:00,02:59,207
7,老莱,16:23,16:25,03:22,240
8,恒地营,16:35,16:37,03:32,-
9,讷河,16:48,16:53,03:43,263
10,八方,17:02,17:10,03:52,291
11,六合镇,17:20,17:34,04:02,302
12,拉哈,17:48,17:50,04:16,320
13,青水山,18:05,18:07,04:31,-
14,富裕,18:33,18:45,04:57,326
15,齐齐哈尔,19:30,19:54,05:42,389
16,江桥,20:43,20:53,06:31,499
17,泰来,21:35,21:41,07:13,547
18,白城,22:46,23:02,08:18,649
19,通榆,00:06,00:08,09:22,-
20,双辽,01:49,01:57,11:03,912
21,八面城,02:39,02:42,11:45,974
22,四平,03:10,03:18,12:13,1002
23,昌图,03:51,03:53,12:46,1055
24,沈阳北,06:14,06:44,15:07,1187
25,沈阳,06:52,07:01,15:15,1190
26,苏家屯,07:16,07:18,15:30,1206
27,灯塔,07:36,07:38,15:48,1232
28,张台子,07:46,07:48,15:56,1241
29,辽阳,07:58,08:00,16:06,1254
30,鞍山,08:18,08:21,16:24,1279
31,海城,08:46,08:49,16:49,1315
32,大石桥,09:18,09:21,17:18,1347
33,熊岳城,09:57,10:00,17:54,1408
34,瓦房店,10:48,10:51,18:42,1482
35,金州,11:37,11:49,19:28,1554
36,大连,12:22,12:22,20:01,1587
