Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁,----,11:38,00:00,-
2,黎塘,13:08,13:13,01:30,120
3,来宾,13:58,14:03,02:15,81
4,柳州,14:59,15:23,03:11,789
5,罗城,16:36,16:39,04:24,195
6,融水,17:02,17:08,04:47,195
7,融安,17:35,17:41,05:14,222
8,三江县,19:07,19:14,06:40,227
9,牙屯堡,20:14,20:18,07:40,232
10,靖州,21:03,21:09,08:25,268
11,怀化,23:27,23:47,10:43,397
12,铜仁,00:50,00:56,11:46,801
13,酉阳,02:45,02:49,13:35,-
14,涪陵,05:52,05:57,16:38,1210
15,重庆北,07:58,08:25,18:39,1262
16,合川,09:05,09:11,19:19,1366
17,武胜,10:07,10:12,20:15,-
18,南充北,11:06,11:10,21:09,-
19,阆中,12:38,12:44,22:37,-
20,广元,13:48,13:58,23:41,-
21,陇南,15:44,15:49,25:27,-
22,哈达铺,17:15,17:17,26:53,-
23,岷县,17:40,17:59,27:16,-
24,兰州,20:53,21:04,30:10,2249
25,兰州西,21:16,21:16,30:22,-
