Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,06:32,06:32,00:00,-
2,昆山南,06:51,06:53,00:19,50
3,苏州新区,07:09,07:11,00:35,94
4,无锡,07:24,07:27,00:48,126
5,常州,07:42,07:44,01:03,165
6,镇江,08:08,08:10,01:27,237
7,南京南,08:40,08:48,01:57,295
8,全椒,09:08,09:10,02:17,351
9,合肥南,09:46,09:57,02:53,452
10,六安,10:21,10:28,03:17,539
11,汉口,11:51,11:59,04:40,811
12,荆州,13:17,13:19,05:58,1031
13,宜昌东,13:54,14:00,06:33,1119
14,建始,15:25,15:27,07:58,1298
15,恩施,15:50,15:54,08:21,1333
16,利川,16:29,16:33,08:56,1394
17,石柱县,17:13,17:15,09:36,1473
18,丰都,17:34,17:36,09:55,1538
19,涪陵北,17:55,17:57,10:14,1564
20,重庆北,18:36,18:43,10:53,1656
21,合川,19:08,19:10,11:18,1738
22,成都东,20:48,20:48,12:56,1985
