Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,威海,09:39,09:39,00:00,-
2,烟台南,10:06,10:08,00:27,65
3,莱阳,10:41,10:45,01:00,151
4,即墨北,11:12,11:14,01:27,221
5,青岛西,11:56,11:58,02:09,-
6,日照西,12:33,12:35,02:44,-
7,赣榆,13:02,13:04,03:11,-
8,连云港,13:20,13:23,03:27,-
9,涟水,14:00,14:02,04:04,-
10,淮安东,14:13,14:32,04:15,-
11,泗阳,14:49,14:51,04:32,-
12,宿迁,15:06,15:08,04:47,-
13,睢宁,15:21,15:23,05:00,-
14,徐州东,15:47,15:51,05:24,-
15,永城北,16:17,16:19,05:50,-
16,商丘,16:46,16:48,06:17,-
17,郑州东,17:38,17:46,07:07,-
18,洛阳龙门,18:22,18:33,07:43,-
19,西安北,19:52,20:01,09:02,1768
20,宝鸡南,20:50,20:53,09:51,-
21,天水南,21:36,21:42,10:34,-
22,通渭,22:10,22:12,11:02,-
23,定西北,22:36,22:38,11:26,-
24,兰州西,23:07,23:07,11:55,-
