Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,白山市,----,10:48,00:00,-
2,通化,11:50,12:02,01:02,60
3,五女山,13:00,13:02,02:00,-
4,小市,14:36,14:38,03:34,-
5,本溪,15:30,15:45,04:26,-
6,沈阳,16:46,17:18,05:27,436
7,新立屯,18:50,18:55,06:59,-
8,阜新南,19:47,19:55,07:51,-
9,义县西,20:58,21:02,08:54,-
10,朝阳南,22:40,22:49,10:32,-
11,叶柏寿,00:15,00:21,11:58,-
12,凌源,01:00,01:06,12:37,-
13,平泉,02:30,02:40,14:01,-
14,承德,04:35,05:06,15:56,-
15,鹰手营子,06:37,06:39,17:27,-
16,兴隆县,07:07,07:09,17:55,-
17,密云北,08:24,08:26,19:10,-
18,怀柔,08:48,08:51,19:32,-
19,顺义,09:17,09:20,19:58,-
20,通州西,09:48,10:11,20:26,-
21,北京,10:37,10:37,20:52,1093
