Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海,----,17:03,00:00,-
2,昆山,17:38,17:43,00:35,49
3,苏州,18:07,18:17,00:59,91
4,无锡,18:45,18:51,01:27,133
5,常州,19:18,19:24,01:54,172
6,镇江,20:08,20:43,02:38,244
7,南京,22:29,22:49,04:24,308
8,合肥,04:02,04:12,09:37,472
9,固始,06:35,06:41,12:00,793
10,信阳,09:58,10:18,15:17,911
11,襄阳,14:06,14:31,19:05,1440
12,安康,18:39,19:00,23:13,1289
13,石泉县,20:12,20:14,24:25,-
14,西乡,20:56,20:58,25:07,-
15,汉中,22:08,22:18,26:17,1529
16,广元,02:49,03:24,30:48,1725
17,江油,06:04,06:09,33:28,1887
18,绵阳,06:49,06:55,34:08,1926
19,德阳,07:41,07:46,34:54,1980
20,成都,08:38,08:38,35:46,2581
