Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连,12:24,12:24,00:00,-
2,金州,12:49,12:51,00:25,33
3,瓦房店,13:38,13:41,01:12,105
4,熊岳城,14:29,14:32,02:00,179
5,盖州,14:52,14:55,02:20,210
6,大石桥,15:21,15:24,02:46,240
7,海城,15:47,15:50,03:09,272
8,鞍山,16:15,16:19,03:34,308
9,沈阳,17:26,17:41,04:41,397
10,铁岭,18:27,18:30,05:27,467
11,开原,18:52,18:54,05:49,501
12,昌图,19:16,19:19,06:11,532
13,四平,19:59,20:01,06:51,585
14,公主岭,20:34,20:36,07:24,638
15,长春,21:20,21:28,08:08,700
16,哈尔滨,00:17,00:37,10:57,946
17,海林,07:12,07:17,17:32,1279
18,牡丹江,07:45,07:45,18:00,1301
