Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,洛阳,14:35,14:35,00:00,-
2,巩义,15:15,15:18,00:40,54
3,郑州,16:20,16:49,01:42,124
4,开封,17:34,17:37,02:27,196
5,兰考,18:18,18:22,03:08,239
6,民权,18:44,18:47,03:30,275
7,商丘,19:27,19:32,04:10,327
8,砀山,20:15,20:19,04:53,390
9,徐州,21:21,21:36,05:55,473
10,灵璧,23:59,00:04,08:18,631
11,泗县,00:25,00:29,08:39,661
12,洋河,01:08,01:13,09:18,722
13,泗阳,01:35,01:41,09:40,756
14,淮安,02:23,02:26,10:22,791
15,盐城,03:49,03:53,11:45,914
16,南通,05:48,05:54,13:40,1082
17,海门,06:21,06:26,14:07,-
18,启东,06:56,06:56,14:37,-
