Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,包头,06:51,06:51,00:00,-
2,包头东,07:06,07:10,00:15,16
3,呼和浩特,08:46,08:53,01:51,165
4,呼和浩特东,09:05,09:29,02:03,173
5,集宁南,10:40,10:46,03:14,323
6,大同,12:27,12:39,04:55,450
7,张家口,15:06,15:17,07:22,-
8,北京,18:31,19:10,10:36,824
9,天津西,20:26,20:40,11:52,956
10,徐州,02:14,02:35,17:26,1622
11,蚌埠,03:54,03:57,18:45,1786
12,南京,05:30,05:38,20:18,1970
13,镇江,06:12,06:16,20:52,2034
14,常州,06:55,07:00,21:31,1961
15,无锡,07:25,07:30,21:56,-
16,苏州,07:58,08:01,22:24,2187
17,上海南,09:54,10:20,24:17,2285
18,嘉兴,11:02,11:05,24:59,2365
19,海宁,11:25,11:28,25:19,2393
20,杭州,12:23,12:23,26:14,2458
