Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,沈阳北,07:00,07:00,00:00,-
2,锦州南,08:23,08:25,01:23,223
3,葫芦岛北,08:42,08:43,01:40,266
4,绥中北,09:05,09:06,02:02,325
5,山海关,09:31,09:34,02:27,420
6,秦皇岛,09:48,09:52,02:41,404
7,唐山,10:30,10:44,03:19,552
8,天津西,11:19,11:22,03:54,690
9,胜芳,11:40,11:42,04:12,704
10,霸州西,11:58,12:00,04:28,709
11,白洋淀,12:18,12:20,04:46,714
12,保定东,12:35,12:37,05:01,724
13,正定机场,13:03,13:05,05:27,824
14,石家庄,13:19,13:22,05:41,857
15,邢台东,13:51,13:53,06:10,988
16,安阳东,14:21,14:23,06:38,1101
17,新乡东,14:49,14:51,07:04,1206
18,郑州东,15:14,15:17,07:27,1278
19,洛阳龙门,15:55,15:57,08:05,1412
20,华山北,16:49,16:51,08:57,1671
21,渭南北,17:09,17:11,09:15,1729
22,西安北,17:34,17:42,09:38,1792
23,鄠邑,17:59,18:01,09:55,-
24,汉中,18:59,19:02,10:53,-
25,广元,19:46,19:52,11:37,-
26,江油,20:31,20:44,12:16,-
27,绵阳,21:01,21:03,12:33,-
28,德阳,21:20,21:22,12:50,-
29,成都东,21:47,21:53,13:15,-
30,资阳北,22:18,22:20,13:40,-
31,内江北,22:40,22:42,14:00,-
32,重庆西,23:25,23:25,14:43,-
