Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,银川,21:28,21:28,00:00,-
2,青铜峡,22:32,22:34,01:04,66
3,中宁,23:28,23:30,01:58,118
4,中卫,00:11,00:28,02:39,162
5,同心,02:04,02:08,04:15,260
6,固原,03:46,03:56,05:53,379
7,平凉,05:30,05:44,07:27,470
8,陇县,07:37,07:41,09:20,573
9,虢镇,09:38,09:42,11:17,653
10,蔡家坡,09:58,10:01,11:33,583
11,杨陵,10:29,10:32,12:01,761
12,武功,10:42,10:45,12:11,-
13,兴平,11:04,11:07,12:30,800
14,咸阳,11:24,11:28,12:47,823
15,西安,11:52,12:18,13:11,835
16,渭南西,13:00,13:02,13:53,-
17,商洛,14:31,14:33,15:22,849
18,商南,15:51,15:54,16:40,947
19,西峡,16:41,16:44,17:27,1150
20,内乡,17:12,17:15,17:55,1193
21,镇平,17:37,17:40,18:17,1227
22,南阳,18:14,18:53,18:51,-
23,襄州,20:44,20:53,20:42,-
24,随州,22:16,22:19,22:05,1515
25,安陆,22:55,22:59,22:41,1597
26,武昌,00:37,01:00,24:19,1701
27,赤壁,02:17,02:20,25:36,1819
28,岳阳,03:26,03:41,26:42,1916
29,长沙,05:08,05:16,28:09,2063
30,衡阳,07:14,07:20,30:07,-
31,郴州,09:00,09:06,31:47,2396
32,韶关东,10:44,10:50,33:25,2549
33,广州,13:53,13:53,36:28,2784
