Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,太原,07:08,07:08,00:00,-
2,太原东,07:14,07:17,00:06,3
3,阳曲,08:11,08:14,01:00,29
4,高村,08:28,08:31,01:14,44
5,平社,08:47,08:49,01:30,60
6,豆罗,09:01,09:03,01:42,73
7,忻州,09:21,09:26,02:00,88
8,原平,10:14,10:29,02:48,124
9,阳明堡,11:12,11:13,03:31,160
10,代县,11:25,11:28,03:43,172
11,枣林,11:39,11:49,03:54,184
12,下社,11:59,12:02,04:04,194
13,繁峙,12:12,12:15,04:14,203
14,五台山,12:47,12:51,04:46,231
15,大营,13:11,13:12,05:06,247
16,东庄,13:25,13:26,05:19,256
17,东淤地,13:37,13:38,05:30,264
18,平型关,13:49,13:50,05:41,274
19,灵丘,14:32,14:32,06:23,305
