Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,伊宁,----,13:06,00:00,-
2,奎屯,18:04,18:14,04:58,372
3,石河子,18:57,18:59,05:41,469
4,乌鲁木齐,20:07,20:21,06:49,599
5,吐鲁番北,21:41,21:43,08:09,771
6,鄯善北,22:27,22:29,08:53,-
7,哈密,00:26,00:41,10:50,1170
8,柳园,03:31,03:42,13:40,1491
9,嘉峪关,06:24,06:42,16:22,1788
10,张掖,08:43,08:49,18:23,2011
11,金昌,10:24,10:30,19:58,2181
12,武威,11:11,11:17,20:39,2255
13,中卫,14:46,15:08,24:08,2511
14,定边,17:13,17:19,26:13,2742
15,靖边,18:10,18:15,27:04,2847
16,绥德,19:23,19:28,28:12,-
17,吕梁,20:25,20:31,29:09,-
18,太原,22:06,22:15,30:44,3258
19,阳泉北,23:13,23:16,31:42,3379
20,石家庄北,00:21,00:37,32:47,3483
21,晋州,01:16,01:19,33:26,3547
22,衡水,02:07,02:14,34:14,3615
23,德州,03:07,03:16,35:07,3677
24,济南,05:10,05:10,37:01,3795
