Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,10:30,10:30,00:00,-
2,保定,12:00,12:05,01:30,146
3,石家庄,13:31,13:37,02:56,281
4,元氏,13:56,13:58,03:15,-
5,邢台,14:45,15:01,04:02,390
6,沙河市,15:18,15:20,04:19,418
7,邯郸,15:45,15:49,04:44,442
8,新乡,17:36,17:58,06:31,609
9,焦作,18:48,18:56,07:21,672
10,月山,19:14,19:17,07:39,688
11,济源,20:03,20:05,08:25,737
12,汝州,22:58,23:01,11:18,894
13,宝丰,23:34,23:38,11:51,-
14,南阳,01:04,01:06,13:17,1058
15,襄阳,02:52,03:12,15:03,1187
16,十堰,05:12,05:16,17:03,1358
17,安康,07:36,07:48,19:23,1560
18,达州,11:33,11:55,23:08,1836
19,广安,13:15,13:21,24:28,1952
20,华蓥,13:36,13:40,24:43,1966
21,重庆,16:46,16:46,27:49,1993
