Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,烟台,----,16:33,00:00,-
2,桃村,17:18,17:21,00:45,54
3,徐家店,17:36,17:39,01:00,-
4,莱阳,18:03,18:06,01:24,98
5,莱西,18:24,18:27,01:42,128
6,蓝村,19:17,19:23,02:32,183
7,胶州,19:39,19:42,02:48,204
8,高密,20:24,20:44,03:30,124
9,潍坊,21:27,21:34,04:13,325
10,青州市,22:06,22:09,04:45,266
11,淄博,22:35,22:38,05:11,425
12,济南,23:46,23:58,06:19,535
13,德州,01:31,01:43,07:52,597
14,沧州,03:36,03:44,09:45,710
15,天津,05:18,05:31,11:19,738
16,芦台,06:26,06:29,12:14,962
17,唐山,06:59,07:04,12:44,852
18,迁安,07:53,08:05,13:33,1072
19,山海关,09:42,09:50,15:10,1016
20,葫芦岛,11:20,11:23,16:40,1311
21,锦州,12:02,12:09,17:19,1361
22,大虎山,13:14,13:19,18:24,1467
23,新民,14:02,14:05,19:07,1538
24,沈阳,15:03,15:14,20:05,1341
25,铁岭,16:01,16:04,20:52,1673
26,昌图,16:50,16:52,21:38,1738
27,四平,17:31,17:34,22:17,1796
28,公主岭,18:07,18:10,22:50,1844
29,长春,18:54,19:02,23:34,1906
30,德惠,19:49,19:52,24:21,1987
31,扶余,20:38,20:41,25:07,2050
32,双城堡,21:17,21:19,25:43,-
33,哈尔滨东,22:14,23:00,26:38,2161
34,绥化,00:22,00:32,28:00,2277
35,庆安,01:12,01:15,28:40,2331
36,铁力,01:49,01:52,29:14,2379
37,朗乡,02:55,02:58,30:17,2459
38,南岔,03:38,03:44,30:57,2506
39,浩良河,04:27,04:30,31:40,2572
40,香兰,04:43,04:46,31:53,2590
41,汤原,05:01,05:06,32:08,2609
42,佳木斯,05:43,05:43,32:45,2659
