Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,平阳,07:50,07:50,00:00,-
2,瑞安,07:59,08:01,00:09,-
3,温州南,08:14,08:16,00:22,-
4,温岭,08:51,08:53,00:57,-
5,临海,09:11,09:13,01:15,-
6,奉化,09:47,09:49,01:49,-
7,宁波,10:08,10:13,02:08,-
8,绍兴东,10:39,10:41,02:34,-
9,绍兴北,10:52,10:54,02:45,-
10,杭州东,11:12,11:14,03:03,-
11,德清,11:27,11:32,03:16,-
12,长兴,11:49,11:51,03:33,-
13,宜兴,12:04,12:06,03:46,-
14,溧阳,12:17,12:19,03:57,-
15,南京南,12:45,12:51,04:23,-
16,全椒,13:11,13:13,04:43,-
17,合肥,13:53,14:03,05:23,-
18,合肥北城,14:16,14:18,05:36,-
19,淮南南,14:37,14:37,05:55,-
