Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,06:13,06:13,00:00,-
2,昆山南,06:32,06:34,00:19,50
3,苏州,06:47,06:49,00:32,84
4,无锡,07:04,07:06,00:47,126
5,常州,07:21,07:23,01:02,165
6,丹阳,07:39,07:41,01:18,209
7,镇江,07:53,07:55,01:30,237
8,南京南,08:25,08:30,02:00,295
9,合肥南,09:23,09:33,02:53,452
10,六安,09:57,09:59,03:17,539
11,汉口,11:24,11:29,04:42,811
12,荆州,12:47,12:49,06:00,1031
13,宜昌东,13:23,13:27,06:34,1119
14,巴东,14:21,14:23,07:28,-
15,恩施,15:17,15:24,08:22,1333
16,利川,15:59,16:02,08:57,1394
17,石柱县,16:42,16:44,09:37,1473
18,涪陵北,17:18,17:20,10:11,1564
19,重庆北,18:00,18:11,10:51,1656
20,潼南,18:56,18:58,11:36,1787
21,遂宁,19:26,19:29,12:04,1839
22,成都东,20:25,20:25,13:00,1985
