Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南京,----,06:37,00:00,-
2,丹阳,07:09,07:11,00:32,92
3,常州,07:27,07:29,00:48,136
4,无锡,07:43,07:45,01:02,175
5,苏州,08:01,08:03,01:18,217
6,昆山南,08:15,08:26,01:30,251
7,上海虹桥,08:46,08:49,01:50,301
8,嘉善南,09:14,09:23,02:15,368
9,嘉兴南,09:31,09:34,02:23,385
10,桐乡,09:45,09:50,02:34,413
11,杭州东,10:09,10:14,02:53,460
12,绍兴北,10:33,10:35,03:12,503
13,余姚北,10:54,10:56,03:31,566
14,宁波,11:18,11:25,03:53,615
15,台州,12:19,12:21,04:47,767
16,乐清,12:52,13:00,05:18,855
17,温州南,13:15,13:17,05:33,890
18,瑞安,13:28,13:30,05:44,913
19,苍南,13:46,13:48,06:00,947
20,霞浦,14:20,14:22,06:32,1037
21,连江,15:01,15:04,07:11,1152
22,福州南,15:24,15:29,07:31,1184
23,莆田,15:59,16:01,08:01,1270
24,泉州,16:26,16:28,08:26,1339
25,厦门北,16:53,16:57,08:51,1410
26,漳浦,17:31,17:33,09:25,1497
27,诏安,17:57,17:59,09:49,1560
28,潮汕,18:22,18:30,10:12,1619
29,陆丰,19:11,19:13,10:53,1733
30,惠州南,20:00,20:02,11:40,1868
31,深圳北,20:34,20:34,12:12,1924
