Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,12:34,12:34,00:00,-
2,石家庄,14:58,15:08,02:24,281
3,新乡,17:49,17:52,05:05,609
4,郑州,18:38,18:47,05:51,689
5,信阳,21:13,21:16,08:17,991
6,武昌,23:32,23:38,10:33,1225
7,岳阳,01:35,01:38,12:30,1440
8,长沙,02:57,03:03,13:49,1587
9,湘潭,03:50,03:53,14:36,1642
10,娄底,05:00,05:06,15:43,1741
11,怀化,09:09,09:17,19:46,2056
12,玉屏,10:51,10:54,21:20,2176
13,凯里,12:54,12:57,23:20,2342
14,贵阳,15:17,15:31,25:40,2439
15,六盘水,18:51,18:56,29:00,2688
16,宣威,20:16,20:21,30:20,2819
17,曲靖,21:08,21:13,31:07,2920
18,昆明,22:31,22:31,32:25,3077
