Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,桂林北,06:47,06:47,00:00,-
2,桂林,06:58,07:01,00:11,8
3,鹿寨北,07:42,07:44,00:52,107
4,柳州,08:13,08:17,01:21,164
5,来宾北,08:42,08:44,01:46,230
6,南宁东,09:27,09:33,02:29,942
7,南宁,09:44,09:48,02:40,953
8,隆安东,10:19,10:21,03:11,958
9,平果,10:31,10:35,03:21,963
10,田东北,10:55,10:59,03:41,968
11,田阳,11:09,11:11,03:51,973
12,百色,11:27,11:32,04:07,1008
13,富宁,12:09,12:11,04:44,1013
14,普者黑,12:58,13:02,05:31,1023
15,弥勒,13:35,13:37,06:04,1028
16,石林西,13:54,13:57,06:21,1033
17,昆明南,14:16,14:21,06:40,311
18,昆明,14:39,14:43,06:58,1003
19,楚雄,15:38,15:41,07:53,-
20,丽江,18:10,18:10,10:22,-
