Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,06:10,00:00,-
2,苏州北,06:33,06:35,00:23,81
3,常州北,06:57,06:59,00:45,165
4,镇江南,07:17,07:19,01:03,230
5,南京南,07:37,07:39,01:21,295
6,蚌埠南,08:21,08:23,02:03,470
7,徐州东,09:01,09:07,02:41,626
8,萧县北,09:25,09:27,02:59,631
9,砀山南,09:47,09:49,03:19,631
10,商丘,10:06,10:09,03:36,641
11,郑州东,11:00,11:10,04:27,656
12,洛阳龙门,11:46,11:48,05:03,795
13,灵宝西,12:29,12:31,05:44,966
14,华山北,12:47,12:49,06:00,1054
15,西安北,13:20,13:32,06:31,1175
16,杨陵南,13:58,14:00,06:57,-
17,宝鸡南,14:23,14:26,07:20,1258
18,天水南,15:12,15:15,08:06,1263
19,秦安,15:30,15:32,08:21,1268
20,通渭,15:51,15:53,08:40,-
21,兰州西,16:45,16:45,09:32,1278
