Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,07:00,07:00,00:00,-
2,北京,07:14,07:15,00:14,9
3,通州,07:33,07:34,00:32,29
4,乔庄东,07:43,07:43,00:41,-
