Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,珲春,----,12:44,00:00,-
2,图们北,13:07,13:08,00:23,5
3,延吉西,13:23,13:26,00:38,10
4,安图西,13:46,13:47,00:58,15
5,敦化,14:10,14:12,01:21,15
6,蛟河西,14:44,14:46,01:53,25
7,吉林,15:12,15:15,02:19,25
8,长春,15:56,16:00,03:00,136
9,四平东,16:38,16:40,03:38,266
10,开原西,17:04,17:05,04:02,345
11,沈阳北,17:36,17:39,04:33,446
12,盘锦北,18:35,18:36,05:29,605
13,山海关,19:52,19:55,06:45,834
14,秦皇岛,20:12,20:15,07:02,-
15,北戴河,20:30,20:32,07:17,877
16,唐山北,21:28,21:30,08:13,-
17,北京,22:42,22:42,09:25,986
