Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海,----,20:28,00:00,-
2,苏州,21:31,21:40,01:03,91
3,无锡,22:10,22:13,01:33,133
4,常州,23:28,23:32,02:48,172
5,南京,00:57,01:04,04:13,308
6,蚌埠,03:04,03:10,06:13,485
7,徐州,05:34,05:45,08:37,649
8,商丘,07:24,07:29,10:16,795
9,民权,08:06,08:11,10:53,847
10,兰考,08:33,08:38,11:15,883
11,开封,09:09,09:14,11:46,926
12,郑州,10:00,10:30,12:32,998
13,洛阳,12:02,12:08,14:04,1122
14,三门峡西,14:08,14:14,16:04,1267
15,西安南,17:44,17:50,19:34,-
16,安康,20:48,21:10,22:32,1289
17,达州,00:34,00:41,25:56,1565
18,成都,04:41,04:41,29:56,2581
