Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,哈尔滨东,14:12,14:12,00:00,-
2,呼兰,14:33,14:35,00:21,25
3,康金井,14:54,14:56,00:40,52
4,石人城,15:07,15:09,00:51,65
5,兴隆镇,15:26,15:28,01:08,90
6,绥化,15:53,15:59,01:33,118
7,秦家,16:15,16:23,01:49,136
8,绥棱,16:59,17:05,02:25,188
9,海伦,17:29,17:32,02:49,220
10,扎音河,17:46,17:54,03:03,245
11,海北,18:06,18:08,03:15,243
12,通北,18:26,18:29,03:33,262
13,李家,18:51,18:53,03:55,279
14,赵光,19:13,19:15,04:15,299
15,北安,19:40,19:56,04:40,326
16,二龙山屯,20:31,20:33,05:15,357
17,五大连池,20:54,20:56,05:36,348
18,龙镇,21:13,21:13,05:53,385
