Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,07:12,00:00,-
2,松江南,07:26,07:28,00:14,31
3,嘉兴南,07:46,07:48,00:32,84
4,海宁西,08:03,08:05,00:47,133
5,杭州东,08:18,08:20,01:00,159
6,义乌,08:52,08:54,01:32,304
7,金华,09:10,09:13,01:48,352
8,上饶,09:58,10:08,02:33,545
9,鹰潭北,10:34,10:36,02:59,650
10,南昌西,11:11,11:16,03:34,795
11,宜春,11:58,12:05,04:16,957
12,萍乡北,12:23,12:25,04:34,1027
13,醴陵东,12:37,12:43,04:46,1052
14,长沙南,13:06,13:12,05:09,1128
15,娄底南,13:47,13:49,05:44,1262
16,双峰北,14:01,14:03,05:56,1262
17,邵东,14:24,14:26,06:17,1267
18,邵阳,14:42,14:42,06:33,1301
