Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,加格达奇,----,14:18,00:00,-
2,松树林,14:36,14:42,00:18,19
3,翠峰,14:56,14:58,00:32,34
4,小扬气,15:17,15:22,00:51,56
5,古源,15:35,15:38,01:04,72
6,大扬气,15:49,15:51,01:15,86
7,劲松,15:59,16:02,01:23,93
8,新天,16:17,16:19,01:38,110
9,太阳沟,16:35,16:38,01:54,129
10,塔源,16:52,16:55,02:08,146
11,林海,17:10,17:13,02:23,164
12,新林,17:24,17:27,02:34,176
13,大乌苏,17:40,17:43,02:47,192
14,碧州,17:59,18:01,03:03,212
15,翠岗,18:13,18:42,03:15,226
16,塔尔根,19:02,19:04,03:35,251
17,塔河,19:14,19:14,03:45,262
