Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,西安北,09:45,09:45,00:00,-
2,阿房宫,09:56,09:58,00:11,22
3,鄠邑,10:08,10:11,00:21,45
4,汉中,11:09,11:13,01:19,242
5,广元,11:58,12:02,02:04,380
6,苍溪,12:41,12:43,02:43,462
7,阆中,12:56,12:59,02:56,486
8,南部,13:12,13:15,03:09,507
9,南充北,13:43,13:46,03:37,568
10,武胜,14:13,14:16,04:04,625
11,合川,14:40,14:42,04:28,677
12,重庆西,15:11,15:17,04:57,738
13,珞璜南,15:30,15:44,05:10,-
14,赶水东,16:11,16:13,05:37,-
15,遵义,16:59,17:01,06:23,959
16,贵阳北,17:48,18:04,07:10,1085
17,安顺西,18:34,18:36,07:40,1186
18,盘州,19:23,19:25,08:27,1336
19,曲靖北,19:49,19:51,08:51,1420
20,昆明南,20:27,20:27,09:27,1548
