Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁东,----,07:34,00:00,-
2,来宾北,08:16,08:18,00:42,712
3,柳州,08:44,08:48,01:08,778
4,桂林北,10:02,10:05,02:22,942
5,全州南,10:47,10:49,03:04,465
6,永州,11:26,11:30,03:41,494
7,祁东,11:56,11:58,04:07,556
8,衡阳东,12:27,12:30,04:36,629
9,长沙南,13:13,13:17,05:19,806
10,岳阳东,13:50,13:52,05:52,953
11,武汉,14:42,14:55,06:42,1168
12,孝感北,15:25,15:27,07:12,-
13,信阳东,15:45,15:47,07:30,1407
14,驻马店西,16:12,16:14,07:55,1525
15,郑州东,17:01,17:04,08:42,1744
16,商丘,17:57,18:04,09:35,1975
17,萧县北,18:36,18:43,10:07,2104
18,徐州东,19:01,19:20,10:25,2145
19,枣庄,19:38,19:46,10:43,2210
20,曲阜东,20:09,20:11,11:06,2302
21,济南西,20:43,20:46,11:38,2431
22,济南东,21:10,21:10,12:02,-
