Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海,----,14:04,00:00,-
2,昆山,14:38,14:47,00:34,49
3,苏州,15:11,15:14,00:58,91
4,无锡,15:42,15:46,01:26,133
5,常州,16:13,16:16,01:53,172
6,丹阳,16:43,16:46,02:20,209
7,镇江,17:06,17:15,02:40,244
8,南京,18:05,18:19,03:30,308
9,滁州北,18:57,19:01,04:08,358
10,蚌埠,20:58,21:04,06:05,485
11,徐州,22:56,23:08,07:57,649
12,商丘,01:59,02:03,10:48,795
13,兰考,02:59,03:08,11:44,883
14,开封,03:39,03:43,12:15,926
15,郑州,04:29,05:06,13:01,998
16,巩义,06:17,06:19,14:12,1068
17,偃师,06:38,06:42,14:31,1088
18,洛阳,07:06,07:06,14:55,1122
