Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,09:08,00:00,-
2,昆山南,09:25,09:27,00:17,50
3,无锡东,09:43,09:45,00:33,108
4,常州北,10:02,10:04,00:50,165
5,南京南,10:37,10:42,01:23,295
6,蚌埠南,11:25,11:27,02:06,470
7,宿州东,11:49,11:55,02:28,558
8,徐州东,12:14,12:19,02:47,626
9,济南西,13:22,13:24,03:50,912
10,天津西,14:34,14:42,05:00,1213
11,唐山,15:19,15:22,05:37,1337
12,秦皇岛,15:59,16:04,06:14,1485
13,山海关,16:18,16:25,06:28,1501
14,沈阳北,18:36,18:42,08:39,1889
15,昌图西,19:15,19:16,09:12,2018
16,四平东,19:32,19:33,09:28,2064
17,公主岭南,19:48,19:49,09:43,2124
18,长春,20:10,20:13,10:04,2199
19,吉林,20:54,20:54,10:45,-
