Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,天津西,10:32,10:32,00:00,-
2,德州东,11:23,11:25,00:51,209
3,济南西,11:49,11:51,01:15,301
4,曲阜东,12:23,12:25,01:47,430
5,枣庄,12:49,12:51,02:11,522
6,徐州东,13:09,13:11,02:29,587
7,蚌埠南,13:49,13:51,03:07,743
8,水家湖,14:11,14:13,03:27,806
9,合肥南,14:48,14:52,04:02,895
10,无为,15:21,15:23,04:31,1000
11,南陵,15:42,15:44,04:50,1068
12,泾县,15:54,15:56,05:00,1089
13,绩溪北,16:16,16:19,05:20,1160
14,黄山北,16:34,16:40,05:35,1201
15,婺源,17:01,17:03,05:56,1277
16,德兴,17:14,17:16,06:07,1308
17,上饶,17:34,17:36,06:25,1363
18,南平市,18:05,18:07,06:54,-
19,建瓯西,18:23,18:25,07:10,1529
20,延平,18:41,18:43,07:26,-
21,福州,19:21,19:21,08:04,1703
