Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,龙岩,----,08:49,00:00,-
2,南靖,09:20,09:22,00:31,80
3,漳州,09:37,09:39,00:46,114
4,角美,09:50,09:52,00:57,132
5,厦门北,10:05,10:16,01:10,156
6,泉州,10:41,10:43,01:35,227
7,仙游,11:01,11:03,01:53,272
8,涵江,11:20,11:22,02:10,316
9,福清,11:35,11:43,02:23,346
10,福州南,11:58,12:08,02:38,382
11,宁德,12:46,12:48,03:16,470
12,太姥山,13:20,13:22,03:48,563
13,平阳,13:50,13:52,04:16,-
14,瑞安,14:01,14:03,04:25,497
15,温州南,14:14,14:16,04:36,676
16,雁荡山,14:44,14:46,05:04,752
17,台州,15:05,15:07,05:23,799
18,宁波,16:03,16:09,06:19,951
19,绍兴北,16:47,16:49,06:57,1063
20,杭州东,17:09,17:11,07:17,1106
21,海宁西,17:23,17:25,07:29,1132
22,嘉兴南,17:41,17:43,07:45,1181
23,金山北,17:56,17:58,07:58,1181
24,松江南,18:07,18:22,08:07,1234
25,上海虹桥,18:37,18:37,08:22,1265
