Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,兰州西,10:17,10:17,00:00,-
2,定西北,10:47,10:49,00:30,5
3,天水南,11:39,11:42,01:20,10
4,宝鸡南,12:26,12:30,02:04,15
5,杨陵南,12:52,12:55,02:26,93
6,西安北,13:24,13:35,02:55,182
7,华山北,14:05,14:07,03:25,308
8,洛阳龙门,14:59,15:04,04:17,562
9,郑州东,15:42,15:45,04:55,636
10,新乡东,16:05,16:07,05:15,1158
11,邯郸东,16:45,16:51,05:53,1328
12,石家庄,17:31,17:35,06:33,1503
13,衡水北,18:14,18:18,07:12,-
14,德州东,18:45,18:47,07:39,-
15,平原东,18:58,19:00,07:50,-
16,齐河,19:18,19:24,08:08,-
17,济南东,19:37,19:40,08:21,-
18,章丘北,19:52,19:54,08:33,-
19,淄博北,20:09,20:11,08:48,-
20,青州市北,20:27,20:29,09:04,-
21,潍坊北,20:45,20:47,09:20,-
22,青岛北,21:34,21:34,10:07,-
