Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,邯郸,06:55,06:55,00:00,-
2,沙河市,07:14,07:16,00:19,28
3,邢台,07:32,07:36,00:35,52
4,高邑,08:12,08:14,01:11,114
5,石家庄,08:52,08:58,01:49,161
6,保定,10:18,10:22,03:09,179
7,北京东,12:23,13:00,05:10,453
8,通州西,13:21,13:23,05:31,466
9,怀柔,14:07,14:12,06:15,516
10,密云北,14:34,14:38,06:37,538
11,兴隆县,16:15,16:18,08:14,603
12,鹰手营子,16:42,16:45,08:38,624
13,下台子,17:00,17:06,08:53,634
14,承德,18:34,18:34,10:21,650
