Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州南,----,12:32,00:00,-
2,肇庆东,13:08,13:10,00:36,76
3,云浮东,13:31,13:33,00:57,138
4,梧州南,14:05,14:08,01:29,246
5,平南南,14:34,14:37,01:55,330
6,桂平,14:50,14:52,02:08,365
7,贵港,15:11,15:13,02:27,423
8,南宁东,15:56,15:59,03:10,758
9,南宁,16:10,16:15,03:21,769
10,隆安东,16:46,16:48,03:52,779
11,平果,16:58,17:02,04:02,779
12,田阳,17:28,17:31,04:28,789
13,百色,17:47,17:52,04:44,824
14,富宁,18:32,18:34,05:24,425
15,广南县,18:58,19:01,05:48,430
16,普者黑,19:29,19:33,06:16,435
17,弥勒,20:06,20:08,06:49,440
18,石林西,20:25,20:28,07:06,1234
19,昆明南,20:47,20:47,07:25,450
