Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明南,08:41,08:41,00:00,-
2,曲靖北,09:16,09:18,00:35,10
3,富源北,09:35,09:37,00:52,15
4,安顺西,10:31,10:33,01:46,35
5,贵阳北,11:03,11:12,02:16,40
6,凯里南,11:50,11:52,02:54,50
7,铜仁南,12:28,12:30,03:30,55
8,怀化南,12:58,13:02,03:58,94
9,新化南,13:35,13:37,04:31,178
10,娄底南,14:01,14:03,04:55,301
11,湘潭北,14:29,14:35,05:21,444
12,长沙南,14:48,14:58,05:34,426
13,萍乡北,15:27,15:30,06:03,497
14,新余北,15:58,16:00,06:31,1384
15,南昌西,16:33,16:41,07:04,734
16,抚州,17:21,17:23,07:44,1612
17,南城,17:42,17:44,08:03,1660
18,南丰,17:57,17:59,08:16,-
19,建宁县北,18:19,18:21,08:36,1741
20,将乐,18:48,18:50,09:03,1813
21,三明北,19:09,19:13,09:22,1863
22,尤溪,19:32,19:34,09:41,-
23,永泰,20:07,20:09,10:14,2000
24,泉州,20:53,20:55,10:58,2266
25,厦门,21:42,21:42,11:45,-
