Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,内江,10:27,10:27,00:00,-
2,椑木镇,10:43,10:45,00:16,-
3,双凤驿,10:56,10:58,00:27,10
4,迎祥街,11:09,11:11,00:38,15
5,隆昌,11:21,11:24,00:48,20
6,李市镇,11:47,11:49,01:11,25
7,安富镇,11:57,12:00,01:19,30
8,广顺场,12:08,12:10,01:27,35
9,荣昌,12:18,12:20,01:35,40
10,峰高铺,12:31,12:34,01:46,45
11,大足,12:44,12:53,01:56,50
12,长河碥,13:03,13:10,02:06,55
13,双石桥,13:21,13:25,02:17,60
14,永川,13:37,13:41,02:29,65
15,临江场,14:08,14:10,02:56,70
16,柏林,14:19,14:21,03:05,75
17,茨坝,14:30,14:32,03:14,80
18,朱杨溪,14:47,14:49,03:29,85
19,平等,15:02,15:04,03:42,90
20,白沙,15:18,15:21,03:56,95
21,金刚沱,15:32,15:34,04:07,100
22,油溪,15:45,15:47,04:18,105
23,古家沱,16:01,16:03,04:32,110
24,江津,16:16,16:19,04:45,115
25,黄磏,16:36,16:38,05:02,120
26,铜罐驿,16:51,16:55,05:15,125
27,石场,17:07,17:10,05:27,130
28,小南海,17:16,17:18,05:33,135
29,茄子溪,17:32,17:39,05:47,140
30,重庆南,17:57,18:04,06:05,145
31,重庆,18:15,18:15,06:16,150
