Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳北,----,11:49,00:00,-
2,深圳坪山,12:09,12:11,00:20,36
3,鲘门,12:42,12:44,00:51,123
4,普宁,13:29,13:31,01:36,252
5,潮阳,13:44,13:46,01:49,279
6,潮汕,14:02,14:08,02:05,305
7,漳浦,14:55,14:57,02:52,427
8,漳州,15:15,15:18,03:10,562
9,厦门北,15:37,15:41,03:29,514
10,泉州,16:06,16:08,03:54,585
11,莆田,16:33,16:36,04:19,654
12,福州南,17:06,17:11,04:49,740
13,宁德,17:48,17:50,05:26,828
14,霞浦,18:11,18:13,05:47,887
15,平阳,18:51,18:53,06:25,-
16,温州南,19:10,19:12,06:42,1034
17,乐清,19:27,19:29,06:57,1069
18,台州,20:01,20:03,07:29,1157
19,宁海,20:32,20:34,07:58,1237
20,宁波,21:04,21:12,08:28,1309
21,绍兴东,21:40,21:42,08:56,1363
22,杭州东,22:09,22:09,09:23,1411
