Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆,09:18,09:18,00:00,-
2,七龙星,11:56,11:58,02:38,10
3,民福寺,12:09,12:11,02:49,15
4,夏坝,12:23,12:25,03:01,20
5,綦江,13:03,13:07,03:39,96
6,三江,13:30,13:38,04:02,30
7,镇紫街,14:50,14:52,05:14,35
8,赶水,15:13,15:19,05:35,152
9,石门坎,15:43,15:45,05:59,45
10,木竹河,15:55,15:58,06:09,50
11,三元坝,16:28,16:31,06:39,60
12,蒙渡,16:41,16:45,06:49,65
13,太白,16:54,17:00,06:58,70
14,九龙塘,17:11,17:13,07:09,75
15,大河坝,17:26,17:28,07:22,80
16,新场,17:36,17:41,07:30,85
17,元田坝,18:04,18:06,07:53,90
18,桐梓,18:18,18:24,08:05,247
19,红花园,18:35,18:38,08:16,100
20,娄山关,18:48,18:54,08:26,105
21,汇塘河,19:04,19:08,08:36,110
22,松坝,19:20,19:26,08:48,115
23,遵义西,20:09,20:09,09:31,120
