Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宁波,09:21,09:21,00:00,-
2,奉化,09:38,09:40,00:17,38
3,台州,10:21,10:23,00:58,134
4,乐清,10:55,10:57,01:30,222
5,温州南,11:12,11:32,01:45,257
6,丽水,12:07,12:09,02:20,-
7,缙云西,12:22,12:24,02:33,-
8,金华南,12:49,12:51,02:58,-
9,衢州,13:19,13:21,03:26,402
10,江山,13:33,13:35,03:38,416
11,上饶,13:55,14:00,03:58,437
12,弋阳,14:18,14:20,04:16,502
13,鹰潭北,14:33,14:35,04:29,589
14,进贤南,14:57,14:59,04:51,676
15,南昌西,15:17,15:20,05:09,782
16,新余北,15:52,15:54,05:41,837
17,宜春,16:09,16:11,05:56,853
18,萍乡北,16:29,16:31,06:14,975
19,长沙南,17:01,17:14,06:44,1080
20,娄底南,17:49,17:51,07:19,1177
21,溆浦南,18:27,18:29,07:55,1347
22,怀化南,18:50,18:54,08:16,1384
23,铜仁南,19:22,19:24,08:44,1423
24,凯里南,19:59,20:01,09:19,1428
25,贵阳北,20:40,20:40,09:58,1433
