Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乌鲁木齐,----,19:58,00:00,-
2,乌鲁木齐南,20:12,20:20,00:14,5
3,吐鲁番,22:08,22:14,02:02,150
4,鱼儿沟,23:33,23:35,03:21,-
5,马兰,01:00,01:02,04:46,345
6,和硕,01:30,01:32,05:14,387
7,焉耆,01:59,02:01,05:41,428
8,库尔勒,02:43,02:55,06:23,484
9,库车,07:14,07:33,10:42,766
10,新和,08:12,08:14,11:21,534
11,阿克苏,11:40,11:51,14:47,1008
12,金银川,13:11,13:13,16:07,-
13,巴楚,15:46,15:52,18:40,953
14,阿图什,19:31,19:37,22:19,1163
15,喀什,20:57,21:13,23:39,1199
16,阿克陶,22:19,22:21,24:45,1513
17,英吉沙,22:41,22:43,25:05,1265
18,莎车,00:57,01:01,27:19,1386
19,泽普,01:25,01:29,27:43,1409
20,叶城,02:10,02:19,28:24,1445
21,皮山,03:58,04:01,30:03,1802
22,昆玉,05:47,05:51,31:49,-
23,墨玉,06:32,06:36,32:30,1667
24,和田,07:00,07:00,32:54,1684
