Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都,21:00,21:00,00:00,-
2,绵阳,22:24,22:30,01:24,115
3,广元,01:54,02:07,04:48,319
4,汉中,05:20,05:25,08:01,515
5,西乡,06:50,06:52,09:26,608
6,石泉县,07:41,07:45,10:15,-
7,安康,09:20,09:40,11:50,650
8,西安南,12:50,12:58,15:00,971
9,渭南,14:13,14:16,16:15,1070
10,潼关,15:26,15:30,17:25,1044
11,灵宝,16:34,16:38,18:29,1121
12,三门峡,17:26,17:30,19:17,1107
13,洛阳,19:18,19:42,21:05,1401
14,新乡,22:40,22:48,24:03,1601
15,鹤壁,23:27,23:29,24:42,1069
16,安阳,23:58,00:03,25:11,1708
17,邯郸,00:36,00:47,25:44,1768
18,邢台,01:18,01:20,26:15,1820
19,石家庄,02:31,02:37,27:26,1929
20,保定,03:57,04:01,28:46,2002
21,北京西,05:42,05:42,30:27,2210
