Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆北,----,23:45,00:00,-
2,涪陵,00:55,00:59,01:10,15
3,黔江,03:42,03:48,03:53,156
4,龙山北,04:49,04:52,04:54,-
5,张家界西,06:10,06:30,06:12,-
6,桃源,08:13,08:19,07:55,-
7,常德,09:14,09:26,08:50,-
8,益阳,10:48,10:58,10:12,-
9,长沙,12:18,13:07,11:32,1503
10,株洲,14:05,14:25,12:30,856
11,醴陵,14:53,14:57,12:58,898
12,萍乡,15:23,15:30,13:24,937
13,宜春,16:13,16:17,14:07,1008
14,新余,16:52,16:56,14:42,1062
15,鹰潭,19:29,19:40,17:15,1308
16,上饶,20:52,20:56,18:27,1424
17,衢州,00:11,00:14,21:42,1535
18,金华,01:22,01:44,22:50,1621
19,义乌,02:23,02:27,23:29,1669
20,诸暨,02:53,03:01,23:55,1645
21,绍兴,04:07,04:10,25:01,1829
22,余姚,04:54,04:57,25:45,1889
23,宁波,05:45,05:45,26:33,1937
