Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,赤峰南,07:20,07:20,00:00,-
2,敖汉,08:40,08:45,01:20,-
3,奈曼,09:29,09:36,02:04,-
4,通辽,11:37,11:55,04:05,-
5,开鲁,13:04,13:06,05:14,-
6,查布嘎,14:29,14:32,06:37,-
7,林东,15:24,15:27,07:29,-
8,大板,16:45,17:00,08:47,-
9,林西,17:47,17:50,09:34,-
10,经棚,19:33,19:36,11:17,-
11,桑根达来,21:43,21:49,13:24,-
12,正镶白旗,22:59,23:05,14:34,-
13,化德,00:24,00:26,15:53,-
14,商都,01:38,01:40,17:05,-
15,集宁南,03:11,03:34,18:36,-
16,呼和浩特,05:07,05:27,20:09,-
17,萨拉齐,06:27,06:29,21:09,-
18,包头东,06:59,07:04,21:39,-
19,包头,07:21,07:21,21:56,-
