Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连,13:44,13:44,00:00,-
2,金州,14:12,14:18,00:28,33
3,普兰店,14:50,14:53,01:00,78
4,瓦房店,15:13,15:16,01:20,105
5,熊岳城,16:05,16:08,02:09,179
6,盖州,16:29,16:32,02:30,210
7,大石桥,16:58,17:04,02:56,240
8,海城,17:29,17:32,03:21,272
9,鞍山,17:57,18:01,03:46,308
10,辽阳,18:18,18:21,04:03,333
11,苏家屯,18:53,18:55,04:35,381
12,沈阳,19:13,19:38,04:53,397
13,铁岭,20:24,20:26,05:39,467
14,开原,20:48,20:50,06:01,501
15,昌图,21:11,21:13,06:22,532
16,四平,21:52,21:58,07:01,585
17,八面城,22:21,22:23,07:24,613
18,双辽,23:14,23:20,08:15,675
19,白城,02:33,02:48,11:28,938
20,泰来,03:57,03:59,12:37,1040
21,江桥,04:35,04:37,13:13,1031
22,齐齐哈尔,05:32,05:58,14:08,1156
23,富裕,06:42,06:44,14:52,1219
24,小榆树,06:53,06:55,15:01,1225
25,二道湾,07:04,07:13,15:10,1238
26,团结,07:27,07:29,15:24,1254
27,拉哈,07:39,07:45,15:34,1267
28,六合镇,08:04,08:11,15:53,1285
29,讷河,08:32,08:38,16:14,1306
30,老莱,09:05,09:11,16:41,1329
31,伊拉哈,09:29,09:36,16:59,1353
32,九三,09:45,09:47,17:08,1362
33,嫩江,10:41,10:47,18:02,1399
34,哈力图,11:05,11:07,18:20,1425
35,红彦,11:22,11:24,18:35,1446
36,达拉滨,11:47,11:49,18:58,1472
37,大杨树,12:06,12:12,19:15,1491
38,朝阳村,12:40,12:47,19:43,-
39,讷尔克气,13:02,13:10,19:58,-
40,加格达奇,13:41,13:41,20:29,1587
