Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州南,10:31,10:31,00:00,-
2,肇庆东,11:06,11:08,00:35,76
3,怀集,11:37,11:40,01:04,171
4,贺州,12:10,12:13,01:34,261
5,恭城,12:41,12:43,02:02,345
6,阳朔,12:57,13:00,02:16,350
7,桂林西,13:24,13:28,02:40,355
8,三江南,14:01,14:03,03:13,360
9,从江,14:24,14:32,03:34,412
10,都匀东,15:20,15:22,04:22,570
11,贵阳东,16:02,16:09,05:02,857
12,息烽,16:35,16:37,05:28,909
13,赶水东,17:47,17:49,06:38,1109
14,綦江东,18:03,18:05,06:52,1140
15,重庆西,18:31,18:36,07:18,1201
16,潼南,19:23,19:27,08:05,2065
17,成都东,20:42,20:42,09:20,2263
